campaign_id,campaign_name,channel,channel_category,target_audience,target_region,ad_spend_usd,impressions,clicks,click_through_rate_pct,leads_generated,cost_per_lead_usd,mql_qualified_leads,sql_sales_opportunities,pipeline_created_usd,conversions,revenue_generated_usd,return_on_ad_spend,customer_acquisition_cost_usd,roi_pct,start_date,end_date,campaign_status
CAMP-2024-00087,Unified Customer 360 AI - Q4 2024 [Phase 1],YouTube Deep-Dive Tech Architecture,Video Marketing,Enterprise Data Engineering Leads,Western Europe,3700.0,7351,211,2.87,46,80.43,30,14,117472.72,6,37888.0,10.24,616.67,924.0,2025-06-20,2025-08-19,Completed
CAMP-2024-00088,Zero-Trust Perimeter Defense - Q1 2024 [Phase 2],Technical SEO & Pillar Blog Content,Organic Content,SMB Growth Tech Founders,APAC (Japan/Taiwan/SG),83100.0,330138,19016,5.76,1942,42.79,823,345,10512029.19,69,2633439.0,31.69,1204.35,3069.0,2026-01-01,2026-03-21,Completed
CAMP-2024-00089,GenAI Enterprise Copilot Accelerator - Q2 2024 [Phase 3],Tech Podcast Host-Read Sponsorship,Audio & Podcasts,Retail E-Commerce Engineering Directors,ANZ,86400.0,494988,21928,4.43,947,91.24,392,100,2975054.88,23,678240.0,7.85,3756.52,685.0,2025-07-30,2025-10-27,Completed
CAMP-2024-00090,Edge AI for Smart Robotics - Q3 2024 [Phase 1],Google Search Ads - Enterprise Intent,Paid Search,Cloud Native DevOps & SRE Architects,APAC (Japan/Taiwan/SG),72900.0,132051,4120,3.12,597,122.11,404,129,2311367.22,28,731916.0,10.04,2603.57,904.0,2024-03-10,2024-04-19,Completed
CAMP-2024-00091,High-Throughput Streaming Engine - Q4 2024 [Phase 2],Developer Hackathons & Open Source Grants,Community,FinTech Chief Information Security Officers (CISO),North America,69800.0,61705,3943,6.39,1367,51.06,824,421,8080584.69,182,1631226.0,23.37,383.52,2237.0,2024-02-05,2024-04-30,Completed
CAMP-2024-00092,Kubernetes Multi-Cloud Mesh - Q1 2024 [Phase 3],Google Search Ads - Enterprise Intent,Paid Search,SMB Growth Tech Founders,ANZ,41300.0,95742,3418,3.57,289,142.91,208,112,1019021.33,29,332465.0,8.05,1424.14,705.0,2025-11-17,2026-01-09,Completed
CAMP-2024-00093,Cloud Cost Optimization 40% - Q2 2024 [Phase 1],YouTube Deep-Dive Tech Architecture,Video Marketing,Fortune 500 CTOs & VP Infrastructure,Western Europe,89200.0,172812,4977,2.88,1195,74.64,503,262,3127650.83,64,935708.0,10.49,1393.75,949.0,2025-11-03,2025-11-18,Completed
CAMP-2024-00094,Automated Compliance & SOC2 - Q3 2024 [Phase 2],Tech Podcast Host-Read Sponsorship,Audio & Podcasts,Fortune 500 CTOs & VP Infrastructure,North America,34000.0,42701,1960,4.59,383,88.77,213,106,790584.46,38,311100.0,9.15,894.74,815.0,2025-04-24,2025-07-11,Completed
CAMP-2024-00095,Edge AI for Smart Robotics - Q4 2024 [Phase 3],YouTube Deep-Dive Tech Architecture,Video Marketing,Healthcare & Life Sciences Tech Leads,Global Multi-Region,82500.0,179356,6690,3.73,849,97.17,566,253,3537272.36,104,815925.0,9.89,793.27,889.0,2025-03-15,2025-05-29,Completed
CAMP-2024-00096,Real-Time Telemetry at Scale - Q1 2024 [Phase 1],Technical SEO & Pillar Blog Content,Organic Content,Fortune 500 CTOs & VP Infrastructure,ANZ,31900.0,135505,6030,4.45,764,41.75,493,148,2809373.29,50,796543.0,24.97,638.0,2397.0,2025-07-11,2025-09-06,Completed
CAMP-2024-00097,Edge AI for Smart Robotics - Q2 2024 [Phase 2],Tech Podcast Host-Read Sponsorship,Audio & Podcasts,Cloud Native DevOps & SRE Architects,Global Multi-Region,65500.0,392464,10989,2.8,826,79.3,581,183,2770654.8,51,861325.0,13.15,1284.31,1215.0,2026-04-20,2026-06-08,Completed
CAMP-2024-00098,Real-Time Telemetry at Scale - Q3 2024 [Phase 3],Regional Strategic Partner Co-Marketing,Partner Co-Op,FinTech Chief Information Security Officers (CISO),Western Europe,69000.0,206470,9126,4.42,1615,42.72,1075,464,5293745.49,86,1167480.0,16.92,802.33,1592.0,2025-01-17,2025-02-27,Completed
CAMP-2024-00099,Quantum-Safe Cryptography Suite - Q4 2024 [Phase 1],Tech Podcast Host-Read Sponsorship,Audio & Podcasts,Enterprise Data Engineering Leads,Middle East,57000.0,366312,12418,3.39,931,61.22,551,192,3230253.0,59,865260.0,15.18,966.1,1418.0,2024-11-25,2024-12-21,Completed
CAMP-2024-00100,Zero-Trust Perimeter Defense - Q1 2024 [Phase 2],Tech Podcast Host-Read Sponsorship,Audio & Podcasts,Healthcare & Life Sciences Tech Leads,North America,47200.0,95511,3639,3.81,511,92.37,344,108,2083710.62,35,446984.0,9.47,1348.57,847.0,2024-04-13,2024-05-01,Completed
CAMP-2024-00101,Kubernetes Multi-Cloud Mesh - Q2 2024 [Phase 3],LinkedIn B2B Sponsored Content & InMail,Paid Social,Enterprise Data Engineering Leads,Middle East,79000.0,496379,11516,2.32,384,205.73,280,139,2797691.1,31,891910.0,11.29,2548.39,1029.0,2026-03-24,2026-05-16,Completed
CAMP-2024-00102,GenAI Enterprise Copilot Accelerator - Q3 2024 [Phase 1],Regional Strategic Partner Co-Marketing,Partner Co-Op,SMB Growth Tech Founders,North America,18100.0,116380,4469,3.84,323,56.04,238,107,1480974.17,23,318198.0,17.58,786.96,1658.0,2026-02-18,2026-05-19,Completed
CAMP-2024-00103,Unified Customer 360 AI - Q4 2024 [Phase 2],Programmatic Account-Based Display (ABM),ABM Display,Enterprise Data Engineering Leads,APAC (Japan/Taiwan/SG),94000.0,1518609,28398,1.87,526,178.71,289,142,2154416.55,30,549900.0,5.85,3133.33,485.0,2024-12-19,2025-02-19,Completed
CAMP-2024-00104,GenAI Enterprise Copilot Accelerator - Q1 2024 [Phase 3],Technical SEO & Pillar Blog Content,Organic Content,Retail E-Commerce Engineering Directors,Western Europe,56700.0,189075,9000,4.76,1833,30.93,765,320,4234694.52,119,868077.0,15.31,476.47,1431.0,2025-01-13,2025-04-07,Completed
CAMP-2024-00105,GenAI Enterprise Copilot Accelerator - Q2 2024 [Phase 1],Google Search Ads - Enterprise Intent,Paid Search,SMB Growth Tech Founders,ANZ,57500.0,142048,5270,3.71,499,115.23,312,134,2556679.91,59,572700.0,9.96,974.58,896.0,2025-09-24,2025-12-01,Completed
CAMP-2024-00106,GenAI Enterprise Copilot Accelerator - Q3 2024 [Phase 2],Regional Strategic Partner Co-Marketing,Partner Co-Op,FinTech Chief Information Security Officers (CISO),Global Multi-Region,32400.0,105123,3816,3.63,495,65.45,319,125,2066146.95,45,420228.0,12.97,720.0,1197.0,2025-09-12,2025-09-30,Completed
CAMP-2024-00107,Quantum-Safe Cryptography Suite - Q4 2024 [Phase 3],LinkedIn B2B Sponsored Content & InMail,Paid Social,Retail E-Commerce Engineering Directors,Middle East,29600.0,129658,3799,2.93,148,200.0,60,18,503001.43,6,173752.0,5.87,4933.33,487.0,2024-09-07,2024-10-05,Completed
CAMP-2024-00108,Automated Compliance & SOC2 - Q1 2024 [Phase 1],Gartner & Forrester Summit Sponsorships,Events & Conferences,Fortune 500 CTOs & VP Infrastructure,Global Multi-Region,82400.0,485267,10870,2.24,269,306.32,135,34,1958047.09,8,768792.0,9.33,10300.0,833.0,2025-09-03,2025-10-21,Completed
CAMP-2024-00109,Quantum-Safe Cryptography Suite - Q2 2024 [Phase 2],YouTube Deep-Dive Tech Architecture,Video Marketing,Healthcare & Life Sciences Tech Leads,APAC (Japan/Taiwan/SG),70200.0,178338,6010,3.37,708,99.15,339,142,3135301.87,46,686556.0,9.78,1526.09,878.0,2024-11-26,2025-01-05,Completed
CAMP-2024-00110,Cloud Cost Optimization 40% - Q3 2024 [Phase 3],Programmatic Account-Based Display (ABM),ABM Display,Retail E-Commerce Engineering Directors,ANZ,76400.0,931568,14253,1.53,459,166.45,310,122,2510451.18,34,594392.0,7.78,2247.06,678.0,2025-10-24,2026-01-21,Completed
CAMP-2024-00111,Real-Time Telemetry at Scale - Q4 2024 [Phase 1],Executive Newsletter Sponsorships,Sponsored Content,Enterprise Data Engineering Leads,Latin America,10500.0,27960,1426,5.1,154,68.18,63,18,601613.89,7,138810.0,13.22,1500.0,1222.0,2024-11-05,2025-01-31,Completed
CAMP-2024-00112,Quantum-Safe Cryptography Suite - Q1 2024 [Phase 2],Programmatic Account-Based Display (ABM),ABM Display,Retail E-Commerce Engineering Directors,Global Multi-Region,65300.0,456792,7263,1.59,325,200.92,159,53,1440571.32,15,402248.0,6.16,4353.33,516.0,2024-03-05,2024-04-07,Completed
CAMP-2024-00113,Unified Customer 360 AI - Q2 2024 [Phase 3],LinkedIn B2B Sponsored Content & InMail,Paid Social,Fortune 500 CTOs & VP Infrastructure,Middle East,18700.0,58409,1542,2.64,112,166.96,50,21,435579.05,4,144925.0,7.75,4675.0,675.0,2025-03-01,2025-03-16,Completed
CAMP-2024-00114,High-Throughput Streaming Engine - Q3 2024 [Phase 1],Tech Podcast Host-Read Sponsorship,Audio & Podcasts,Retail E-Commerce Engineering Directors,Western Europe,39200.0,56857,2479,4.36,417,94.0,241,85,1233689.23,38,473144.0,12.07,1031.58,1107.0,2024-10-15,2024-11-29,Completed
CAMP-2024-00115,Next-Gen Lakehouse Migration - Q4 2024 [Phase 2],Tech Podcast Host-Read Sponsorship,Audio & Podcasts,Enterprise Data Engineering Leads,Latin America,72200.0,150335,4931,3.28,1052,68.63,445,180,4044701.22,46,905388.0,12.54,1569.57,1154.0,2026-01-16,2026-04-12,Completed
CAMP-2024-00116,Zero-Trust Perimeter Defense - Q1 2024 [Phase 3],Tech Podcast Host-Read Sponsorship,Audio & Podcasts,Enterprise Data Engineering Leads,North America,41700.0,54089,2407,4.45,471,88.54,281,130,1592647.01,30,331932.0,7.96,1390.0,696.0,2025-05-25,2025-07-09,Completed
CAMP-2024-00117,Unified Customer 360 AI - Q2 2024 [Phase 1],Google Search Ads - Enterprise Intent,Paid Search,SMB Growth Tech Founders,North America,9800.0,13970,577,4.13,86,113.95,41,21,326174.45,6,82516.0,8.42,1633.33,742.0,2025-03-12,2025-06-07,Completed
CAMP-2024-00118,Real-Time Telemetry at Scale - Q3 2024 [Phase 2],Programmatic Account-Based Display (ABM),ABM Display,Global AI/ML Research Scientists,Western Europe,25300.0,71791,1443,2.01,115,220.0,78,23,417134.82,6,127765.0,5.05,4216.67,405.0,2025-07-17,2025-08-28,Completed
CAMP-2024-00119,Next-Gen Lakehouse Migration - Q4 2024 [Phase 3],Tech Podcast Host-Read Sponsorship,Audio & Podcasts,Enterprise Data Engineering Leads,APAC (Japan/Taiwan/SG),24900.0,204757,8006,3.91,437,56.98,290,152,1369716.15,36,380223.0,15.27,691.67,1427.0,2025-04-01,2025-04-27,Completed
CAMP-2024-00120,Quantum-Safe Cryptography Suite - Q1 2024 [Phase 1],Programmatic Account-Based Display (ABM),ABM Display,Fortune 500 CTOs & VP Infrastructure,Western Europe,14400.0,57158,1046,1.83,64,225.0,38,12,438444.26,4,120240.0,8.35,3600.0,735.0,2025-05-23,2025-07-11,Completed
CAMP-2024-00121,Kubernetes Multi-Cloud Mesh - Q2 2024 [Phase 2],Technical SEO & Pillar Blog Content,Organic Content,Fortune 500 CTOs & VP Infrastructure,Global Multi-Region,27900.0,89484,3991,4.46,928,30.06,519,138,3791883.97,53,865179.0,31.01,526.42,3001.0,2025-08-06,2025-10-02,Completed
CAMP-2024-00122,High-Throughput Streaming Engine - Q3 2024 [Phase 3],Developer Hackathons & Open Source Grants,Community,FinTech Chief Information Security Officers (CISO),Latin America,73600.0,132105,6777,5.13,1502,49.0,999,306,4647340.23,85,1063520.0,14.45,865.88,1345.0,2025-06-25,2025-07-19,Completed
CAMP-2024-00123,GenAI Enterprise Copilot Accelerator - Q4 2024 [Phase 1],Regional Strategic Partner Co-Marketing,Partner Co-Op,Global AI/ML Research Scientists,Middle East,87300.0,221143,11411,5.16,1587,55.01,1152,455,3435501.86,119,1333071.0,15.27,733.61,1427.0,2024-08-24,2024-11-18,Completed
CAMP-2024-00124,Real-Time Telemetry at Scale - Q1 2024 [Phase 2],Programmatic Account-Based Display (ABM),ABM Display,Retail E-Commerce Engineering Directors,North America,14700.0,160596,2425,1.51,61,240.98,29,9,315836.16,3,72618.0,4.94,4900.0,394.0,2024-11-09,2025-01-03,Completed
CAMP-2024-00125,Edge AI for Smart Robotics - Q2 2024 [Phase 3],Virtual Tech Demos & Hands-on Webinars,Owned Events,SMB Growth Tech Founders,North America,82400.0,184316,10248,5.56,1263,65.24,847,216,4532504.72,41,1107456.0,13.44,2009.76,1244.0,2025-01-19,2025-04-17,Completed
CAMP-2024-00126,Cloud Cost Optimization 40% - Q3 2024 [Phase 1],Virtual Tech Demos & Hands-on Webinars,Owned Events,FinTech Chief Information Security Officers (CISO),ANZ,26300.0,125833,6493,5.16,385,68.31,162,70,623667.61,25,218553.0,8.31,1052.0,731.0,2025-07-30,2025-09-25,Completed
CAMP-2024-00127,GenAI Enterprise Copilot Accelerator - Q4 2024 [Phase 2],Technical SEO & Pillar Blog Content,Organic Content,Cloud Native DevOps & SRE Architects,Middle East,35300.0,99141,6236,6.29,1075,32.84,594,213,4610238.83,55,995460.0,28.2,641.82,2720.0,2024-07-29,2024-10-15,Completed
CAMP-2024-00128,High-Throughput Streaming Engine - Q1 2024 [Phase 3],Tech Podcast Host-Read Sponsorship,Audio & Podcasts,Enterprise Data Engineering Leads,APAC (Japan/Taiwan/SG),73000.0,218892,6523,2.98,936,77.99,385,112,3106718.0,43,699340.0,9.58,1697.67,858.0,2025-10-27,2026-01-12,Completed
CAMP-2024-00129,Real-Time Telemetry at Scale - Q2 2024 [Phase 1],Google Search Ads - Enterprise Intent,Paid Search,Healthcare & Life Sciences Tech Leads,North America,76500.0,495962,18301,3.69,576,132.81,334,145,2975058.16,34,618120.0,8.08,2250.0,708.0,2026-04-22,2026-06-07,Completed
CAMP-2024-00130,Zero-Trust Perimeter Defense - Q3 2024 [Phase 2],Google Search Ads - Enterprise Intent,Paid Search,Retail E-Commerce Engineering Directors,North America,62400.0,162172,6568,4.05,423,147.52,226,87,1039461.35,23,340080.0,5.45,2713.04,445.0,2024-07-15,2024-08-22,Completed
CAMP-2024-00131,Edge AI for Smart Robotics - Q4 2024 [Phase 3],Technical SEO & Pillar Blog Content,Organic Content,Cloud Native DevOps & SRE Architects,North America,31800.0,43133,1941,4.5,842,37.77,412,142,1281638.25,30,466188.0,14.66,1060.0,1366.0,2024-04-07,2024-05-06,Completed
CAMP-2024-00132,Cloud Cost Optimization 40% - Q1 2024 [Phase 1],Executive Newsletter Sponsorships,Sponsored Content,SMB Growth Tech Founders,Western Europe,56100.0,324726,11885,3.66,867,64.71,424,108,2629181.8,26,998019.0,17.79,2157.69,1679.0,2026-05-15,2026-07-25,Completed
CAMP-2024-00133,Automated Compliance & SOC2 - Q2 2024 [Phase 2],Tech Podcast Host-Read Sponsorship,Audio & Podcasts,Enterprise Data Engineering Leads,Western Europe,69400.0,362018,15422,4.26,1105,62.81,713,184,1734981.76,38,560058.0,8.07,1826.32,707.0,2024-02-28,2024-05-19,Completed
CAMP-2024-00134,Next-Gen Lakehouse Migration - Q3 2024 [Phase 3],Programmatic Account-Based Display (ABM),ABM Display,Healthcare & Life Sciences Tech Leads,APAC (Japan/Taiwan/SG),8200.0,48861,987,2.02,46,178.26,31,12,204832.84,3,55760.0,6.8,2733.33,580.0,2025-10-06,2025-10-31,Completed
CAMP-2024-00135,Real-Time Telemetry at Scale - Q4 2024 [Phase 1],Virtual Tech Demos & Hands-on Webinars,Owned Events,Cloud Native DevOps & SRE Architects,ANZ,31300.0,155735,7195,4.62,589,53.14,368,200,1642326.36,53,395319.0,12.63,590.57,1163.0,2025-08-22,2025-09-24,Completed
CAMP-2024-00136,Zero-Trust Perimeter Defense - Q1 2024 [Phase 2],Developer Hackathons & Open Source Grants,Community,FinTech Chief Information Security Officers (CISO),APAC (Japan/Taiwan/SG),58700.0,91156,5834,6.4,1498,39.19,704,332,4102835.34,60,865238.0,14.74,978.33,1374.0,2025-02-16,2025-03-25,Completed
CAMP-2024-00137,Kubernetes Multi-Cloud Mesh - Q2 2024 [Phase 3],Google Search Ads - Enterprise Intent,Paid Search,Global AI/ML Research Scientists,Latin America,73900.0,441811,12194,2.76,614,120.36,412,113,2561323.92,27,804032.0,10.88,2737.04,988.0,2024-02-03,2024-02-21,Completed
CAMP-2024-00138,Quantum-Safe Cryptography Suite - Q3 2024 [Phase 1],Technical SEO & Pillar Blog Content,Organic Content,Enterprise Data Engineering Leads,APAC (Japan/Taiwan/SG),35000.0,122405,6769,5.53,826,42.37,505,154,3571526.61,36,834750.0,23.85,972.22,2285.0,2024-10-06,2024-11-26,Completed
CAMP-2024-00139,Real-Time Telemetry at Scale - Q4 2024 [Phase 2],LinkedIn B2B Sponsored Content & InMail,Paid Social,Healthcare & Life Sciences Tech Leads,Global Multi-Region,72300.0,585692,11421,1.95,390,185.38,201,75,2603297.43,32,588522.0,8.14,2259.38,714.0,2025-11-10,2026-01-24,Completed
CAMP-2024-00140,GenAI Enterprise Copilot Accelerator - Q1 2024 [Phase 3],Tech Podcast Host-Read Sponsorship,Audio & Podcasts,Enterprise Data Engineering Leads,APAC (Japan/Taiwan/SG),26600.0,117777,4346,3.69,343,77.55,176,63,844005.38,19,240996.0,9.06,1400.0,806.0,2024-12-10,2025-03-03,Completed
CAMP-2024-00141,Quantum-Safe Cryptography Suite - Q2 2024 [Phase 1],Technical SEO & Pillar Blog Content,Organic Content,Global AI/ML Research Scientists,North America,72700.0,335269,18641,5.56,2436,29.84,1371,545,8683061.28,105,1969443.0,27.09,692.38,2609.0,2024-09-30,2024-11-15,Completed
CAMP-2024-00142,Real-Time Telemetry at Scale - Q3 2024 [Phase 2],Tech Podcast Host-Read Sponsorship,Audio & Podcasts,Healthcare & Life Sciences Tech Leads,North America,39400.0,83857,2348,2.8,565,69.73,246,83,1196797.72,16,417246.0,10.59,2462.5,959.0,2024-09-10,2024-10-30,Completed
CAMP-2024-00143,Next-Gen Lakehouse Migration - Q4 2024 [Phase 3],Gartner & Forrester Summit Sponsorships,Events & Conferences,Fortune 500 CTOs & VP Infrastructure,North America,8500.0,62284,1445,2.32,24,354.17,13,3,141591.02,1,41990.0,4.94,8500.0,394.0,2025-07-19,2025-10-03,Completed
CAMP-2024-00144,Quantum-Safe Cryptography Suite - Q1 2024 [Phase 1],LinkedIn B2B Sponsored Content & InMail,Paid Social,Fortune 500 CTOs & VP Infrastructure,APAC (Japan/Taiwan/SG),28800.0,322491,9965,3.09,161,178.88,97,42,1026654.36,17,273600.0,9.5,1694.12,850.0,2025-09-15,2025-10-15,Completed
CAMP-2024-00145,Quantum-Safe Cryptography Suite - Q2 2024 [Phase 2],Virtual Tech Demos & Hands-on Webinars,Owned Events,Cloud Native DevOps & SRE Architects,Global Multi-Region,46300.0,41804,2826,6.76,944,49.05,541,137,2072372.35,48,570416.0,12.32,964.58,1132.0,2025-05-15,2025-08-11,Completed
CAMP-2024-00146,Developer Productivity Blitz - Q3 2024 [Phase 3],Google Search Ads - Enterprise Intent,Paid Search,FinTech Chief Information Security Officers (CISO),North America,55400.0,398549,12913,3.24,474,116.88,303,134,2537840.9,46,530178.0,9.57,1204.35,857.0,2025-10-17,2025-11-01,Completed
CAMP-2024-00147,Next-Gen Lakehouse Migration - Q4 2024 [Phase 1],LinkedIn B2B Sponsored Content & InMail,Paid Social,Fortune 500 CTOs & VP Infrastructure,Middle East,58400.0,151205,3387,2.24,303,192.74,141,72,2707491.44,22,610280.0,10.45,2654.55,945.0,2024-04-22,2024-06-05,Completed
CAMP-2024-00148,Kubernetes Multi-Cloud Mesh - Q1 2024 [Phase 2],Programmatic Account-Based Display (ABM),ABM Display,Enterprise Data Engineering Leads,ANZ,21100.0,106568,1801,1.69,89,237.08,43,16,607273.39,6,144113.0,6.83,3516.67,583.0,2025-08-31,2025-10-18,Completed
CAMP-2024-00149,Kubernetes Multi-Cloud Mesh - Q2 2024 [Phase 3],Programmatic Account-Based Display (ABM),ABM Display,SMB Growth Tech Founders,Global Multi-Region,5600.0,42083,808,1.92,21,266.67,12,3,107249.61,1,30128.0,5.38,5600.0,438.0,2024-08-25,2024-10-31,Completed
CAMP-2024-00150,Kubernetes Multi-Cloud Mesh - Q3 2024 [Phase 1],LinkedIn B2B Sponsored Content & InMail,Paid Social,Global AI/ML Research Scientists,ANZ,61400.0,370085,8660,2.34,309,198.71,201,75,2689301.58,15,604176.0,9.84,4093.33,884.0,2025-05-23,2025-08-06,Completed
CAMP-2024-00151,Next-Gen Lakehouse Migration - Q4 2024 [Phase 2],LinkedIn B2B Sponsored Content & InMail,Paid Social,SMB Growth Tech Founders,ANZ,8000.0,26947,768,2.85,50,160.0,32,14,253587.58,2,64960.0,8.12,4000.0,712.0,2024-07-24,2024-10-15,Completed
CAMP-2024-00152,Edge AI for Smart Robotics - Q1 2024 [Phase 3],LinkedIn B2B Sponsored Content & InMail,Paid Social,SMB Growth Tech Founders,Western Europe,44500.0,122105,3016,2.47,244,182.38,142,47,804356.26,11,279015.0,6.27,4045.45,527.0,2024-12-12,2025-02-12,Completed
CAMP-2024-00153,GenAI Enterprise Copilot Accelerator - Q2 2024 [Phase 1],LinkedIn B2B Sponsored Content & InMail,Paid Social,Cloud Native DevOps & SRE Architects,Western Europe,28400.0,111139,2634,2.37,134,211.94,56,25,660269.08,7,209308.0,7.37,4057.14,637.0,2026-02-20,2026-03-18,Completed
CAMP-2024-00154,Developer Productivity Blitz - Q3 2024 [Phase 2],YouTube Deep-Dive Tech Architecture,Video Marketing,Fortune 500 CTOs & VP Infrastructure,Global Multi-Region,94800.0,158706,5888,3.71,1096,86.5,557,276,2923825.56,93,1065552.0,11.24,1019.35,1024.0,2024-04-14,2024-05-24,Completed
CAMP-2024-00155,Cloud Cost Optimization 40% - Q4 2024 [Phase 3],Google Search Ads - Enterprise Intent,Paid Search,FinTech Chief Information Security Officers (CISO),Middle East,58900.0,534371,17848,3.34,493,119.47,262,121,1874220.62,41,623162.0,10.58,1436.59,958.0,2025-05-01,2025-06-28,Completed
CAMP-2024-00156,Automated Compliance & SOC2 - Q1 2024 [Phase 1],LinkedIn B2B Sponsored Content & InMail,Paid Social,FinTech Chief Information Security Officers (CISO),Western Europe,50100.0,112444,3036,2.7,360,139.17,242,82,2074683.35,23,588675.0,11.75,2178.26,1075.0,2025-05-14,2025-07-05,Completed
CAMP-2024-00157,Developer Productivity Blitz - Q2 2024 [Phase 2],LinkedIn B2B Sponsored Content & InMail,Paid Social,SMB Growth Tech Founders,APAC (Japan/Taiwan/SG),66600.0,369414,8201,2.22,358,186.03,241,103,1854261.33,29,514818.0,7.73,2296.55,673.0,2025-02-25,2025-03-31,Completed
