customer_id,company_name,industry,company_size,headquarters_country,subscription_tier,contract_type,mrr_usd,arr_usd,contract_length_months,tenure_months,nps_score,csat_score,monthly_active_users,license_utilization_pct,support_tickets_count,critical_escalations,avg_resolution_time_hrs,product_usage_hours_per_week,feature_adoption_depth,last_login_days_ago,executive_sponsor_engaged,churn_risk_score,churn_risk_level,account_status
CUST-SAAS-00104,Horizon Robotics A,Healthcare & BioTech,10-50 Employees,United States,Custom Strategic,Multi-Year 3-Yr Strategic,94184.92,1130219.04,24,36,8,4.2,1565,82.2,0,0,11.7,133.2,Core Functional,2,Yes,0.08,Low,Active - Healthy
CUST-SAAS-00105,Strata Security B,Professional Services & Legal,51-200 Employees,United States,Professional,Multi-Year 3-Yr Strategic,7009.09,84109.08,12,18,10,4.8,169,92.7,0,0,11.5,96.0,Basic Exploratory,4,Yes,0.26,Medium,Active - Healthy
CUST-SAAS-00106,Aero Dynamics C,Media & Entertainment,5000+ Enterprise,Singapore,Professional,Multi-Year 3-Yr Strategic,5216.65,62599.8,24,50,3,1.4,205,37.6,24,3,35.6,18.5,Deep Advanced,20,Yes,0.96,Critical,Under Review
CUST-SAAS-00107,Pulse Analytics D,Manufacturing & Robotics,5000+ Enterprise,Australia,Enterprise Plus,Multi-Year 3-Yr Strategic,11026.04,132312.48,36,17,3,3.3,170,57.8,12,5,62.5,9.5,Deep Advanced,70,No,0.97,Critical,Under Review
CUST-SAAS-00108,Terra Industries E,FinTech & Banking,1000-5000 Employees,France,Custom Strategic,Monthly Flexible,63104.95,757259.4,24,12,6,2.5,6060,54.7,12,2,29.9,22.4,Full API Mesh & Automation,75,Yes,0.84,Critical,Under Review
CUST-SAAS-00109,Cygnus Systems F,Media & Entertainment,51-200 Employees,Netherlands,Professional,Monthly Flexible,6678.09,80137.08,24,59,10,4.2,121,94.9,1,0,3.2,86.8,Basic Exploratory,5,Yes,0.08,Low,Active - Healthy
CUST-SAAS-00110,Novus Ventures G,Logistics & Supply Chain,5000+ Enterprise,Canada,Enterprise Plus,Quarterly Invoiced,11182.25,134187.0,12,13,7,4.5,630,82.8,0,0,8.9,69.1,Core Functional,7,Yes,0.27,Medium,Active - Healthy
CUST-SAAS-00111,Polaris Logistics H,FinTech & Banking,51-200 Employees,Switzerland,Professional,Annual Pre-Paid,3534.75,42417.0,24,20,9,4.1,224,76.4,4,0,8.0,133.9,Full API Mesh & Automation,1,Yes,0.34,Medium,Active - Healthy
CUST-SAAS-00112,Echo Global I,Media & Entertainment,51-200 Employees,Australia,Enterprise Plus,Annual Pre-Paid,23818.46,285821.52,24,26,10,4.3,500,87.0,2,0,3.9,142.4,Deep Advanced,0,Yes,0.35,Medium,In Renewal Discussion
CUST-SAAS-00113,Synthetix Digital J,Manufacturing & Robotics,5000+ Enterprise,Japan,Professional,Annual Pre-Paid,6723.62,80683.44,24,32,2,2.7,299,27.9,14,4,49.7,16.8,Core Functional,68,Yes,0.71,High,Churned
CUST-SAAS-00114,Vector Enterprises K,SaaS & Enterprise Cloud,51-200 Employees,Canada,Custom Strategic,Annual Pre-Paid,43752.38,525028.56,48,22,7,4.6,4854,87.4,7,0,5.3,142.5,Full API Mesh & Automation,6,Yes,0.37,Medium,In Renewal Discussion
CUST-SAAS-00115,Zion Networks L,Professional Services & Legal,51-200 Employees,United States,Professional,Quarterly Invoiced,3478.49,41741.88,12,8,8,4.5,63,96.0,5,0,3.9,65.2,Core Functional,7,Yes,0.32,Medium,Active - Healthy
CUST-SAAS-00116,Aura Software M,Logistics & Supply Chain,5000+ Enterprise,Singapore,Professional,Annual Pre-Paid,5233.86,62806.32,24,52,4,3.1,205,54.8,33,5,55.0,3.9,Deep Advanced,35,No,0.79,High,Churned
CUST-SAAS-00117,Boreal Capital N,Healthcare & BioTech,201-1000 Employees,Germany,Enterprise Plus,Monthly Flexible,24707.79,296493.48,36,11,9,4.6,993,91.3,8,1,4.0,54.5,Full API Mesh & Automation,4,Yes,0.36,Medium,In Renewal Discussion
CUST-SAAS-00118,Crest Labs O,Logistics & Supply Chain,51-200 Employees,Switzerland,Custom Strategic,Monthly Flexible,58601.15,703213.8,36,13,8,4.6,2933,79.1,5,1,8.0,107.4,Full API Mesh & Automation,7,Yes,0.37,Medium,In Renewal Discussion
CUST-SAAS-00119,Dynasty Cloud P,Telecom & 5G,1000-5000 Employees,United Kingdom,Enterprise Plus,Monthly Flexible,23300.98,279611.76,24,58,7,4.8,606,91.0,0,0,3.9,170.3,Full API Mesh & Automation,0,Yes,0.07,Low,Active - Healthy
CUST-SAAS-00120,Apex Technologies Q,Government & Public Sector,1000-5000 Employees,United States,Startup Tier,Annual Pre-Paid,2162.3,25947.6,12,39,6,2.0,11,47.9,15,4,43.9,8.6,Core Functional,35,No,0.97,Critical,Active - At Risk
CUST-SAAS-00121,Nexus Group R,Telecom & 5G,201-1000 Employees,Netherlands,Professional,Annual Pre-Paid,4435.35,53224.2,12,39,9,4.9,67,77.7,0,1,8.6,65.0,Full API Mesh & Automation,3,Yes,0.28,Medium,Active - Healthy
CUST-SAAS-00122,Vertex Biomedical S,E-Commerce & Retail,51-200 Employees,Canada,Enterprise Plus,Annual Pre-Paid,13913.87,166966.44,24,37,7,4.9,1012,80.4,1,0,2.8,127.4,Deep Advanced,3,Yes,0.14,Low,Active - Healthy
CUST-SAAS-00123,Quantum Solutions T,Logistics & Supply Chain,201-1000 Employees,Germany,Professional,Multi-Year 3-Yr Strategic,8421.42,101057.04,24,44,10,4.8,253,79.2,1,1,4.1,125.3,Core Functional,2,Yes,0.3,Medium,Active - Healthy
CUST-SAAS-00124,Hyperion Robotics U,Manufacturing & Robotics,1000-5000 Employees,Japan,Custom Strategic,Quarterly Invoiced,25741.84,308902.08,48,10,7,4.6,2161,82.5,0,0,10.3,99.9,Full API Mesh & Automation,4,Yes,0.18,Low,Active - Healthy
CUST-SAAS-00125,Aegis Security V,SaaS & Enterprise Cloud,201-1000 Employees,Singapore,Enterprise Plus,Annual Pre-Paid,22573.57,270882.84,24,42,10,4.6,510,98.8,2,0,9.4,144.2,Deep Advanced,7,Yes,0.31,Medium,Active - Healthy
CUST-SAAS-00126,Cobalt Dynamics W,Government & Public Sector,51-200 Employees,Netherlands,Professional,Quarterly Invoiced,9213.73,110564.76,24,18,8,4.7,49,88.9,2,0,8.7,68.6,Full API Mesh & Automation,7,Yes,0.1,Low,Active - Healthy
CUST-SAAS-00127,Starlight Analytics X,SaaS & Enterprise Cloud,51-200 Employees,France,Startup Tier,Multi-Year 3-Yr Strategic,1391.06,16692.72,12,15,8,4.6,71,96.1,3,0,11.9,102.1,Full API Mesh & Automation,1,Yes,0.07,Low,Active - Healthy
CUST-SAAS-00128,Titan Industries Y,Manufacturing & Robotics,10-50 Employees,Switzerland,Enterprise Plus,Multi-Year 3-Yr Strategic,22577.01,270924.12,24,4,9,4.0,472,77.4,1,0,2.8,155.9,Basic Exploratory,5,Yes,0.03,Low,Active - Healthy
CUST-SAAS-00129,Lumina Systems Z,Telecom & 5G,201-1000 Employees,Singapore,Custom Strategic,Annual Pre-Paid,81278.03,975336.36,36,45,2,1.5,5694,45.5,28,3,69.4,11.0,Basic Exploratory,23,Yes,0.75,High,Under Review
CUST-SAAS-00130,Omni Ventures A,E-Commerce & Retail,201-1000 Employees,Japan,Startup Tier,Monthly Flexible,2649.67,31796.04,12,38,2,3.0,19,35.2,31,3,67.4,10.0,Full API Mesh & Automation,42,No,0.97,Critical,Active - At Risk
CUST-SAAS-00131,Solaris Logistics B,Healthcare & BioTech,201-1000 Employees,Australia,Enterprise Plus,Quarterly Invoiced,18427.38,221128.56,12,28,8,5.0,953,78.0,2,1,5.8,47.4,Basic Exploratory,6,Yes,0.17,Low,Active - Healthy
CUST-SAAS-00132,Prism Global C,Professional Services & Legal,5000+ Enterprise,Switzerland,Enterprise Plus,Monthly Flexible,13511.48,162137.76,12,56,10,4.4,168,87.5,1,0,4.5,52.4,Full API Mesh & Automation,6,Yes,0.15,Low,Active - Healthy
CUST-SAAS-00133,Vanguard Digital D,Government & Public Sector,1000-5000 Employees,Australia,Startup Tier,Quarterly Invoiced,1255.63,15067.56,12,45,7,4.9,37,77.0,8,0,9.5,50.1,Full API Mesh & Automation,0,Yes,0.12,Low,Active - Healthy
CUST-SAAS-00134,Horizon Enterprises E,Healthcare & BioTech,10-50 Employees,Japan,Professional,Monthly Flexible,8401.88,100822.56,12,3,10,4.7,146,92.7,6,1,7.3,60.4,Basic Exploratory,7,Yes,0.28,Medium,Active - Healthy
CUST-SAAS-00135,Strata Networks F,Energy & CleanTech,201-1000 Employees,Canada,Startup Tier,Quarterly Invoiced,2306.51,27678.12,12,22,8,4.4,58,78.9,2,0,1.6,173.1,Basic Exploratory,7,Yes,0.02,Low,Active - Healthy
CUST-SAAS-00136,Aero Software G,Professional Services & Legal,201-1000 Employees,Australia,Professional,Multi-Year 3-Yr Strategic,5977.66,71731.92,24,19,5,1.7,255,56.4,31,1,70.1,7.1,Basic Exploratory,65,No,0.81,Critical,Under Review
CUST-SAAS-00137,Pulse Capital H,Professional Services & Legal,201-1000 Employees,Singapore,Enterprise Plus,Multi-Year 3-Yr Strategic,16821.47,201857.64,12,25,7,4.9,682,96.7,6,0,9.1,105.7,Full API Mesh & Automation,1,Yes,0.14,Low,Active - Healthy
CUST-SAAS-00138,Terra Labs I,Healthcare & BioTech,10-50 Employees,Canada,Enterprise Plus,Quarterly Invoiced,17191.04,206292.48,24,53,9,4.2,898,89.7,1,0,11.1,133.5,Basic Exploratory,3,Yes,0.07,Low,Active - Healthy
CUST-SAAS-00139,Cygnus Cloud J,E-Commerce & Retail,201-1000 Employees,France,Enterprise Plus,Monthly Flexible,15294.25,183531.0,12,50,10,4.5,641,77.7,3,0,3.6,96.1,Full API Mesh & Automation,7,Yes,0.3,Medium,Active - Healthy
CUST-SAAS-00140,Novus Technologies K,Healthcare & BioTech,201-1000 Employees,Taiwan,Custom Strategic,Multi-Year 3-Yr Strategic,25883.07,310596.84,24,17,8,5.0,1676,82.4,4,0,1.7,52.8,Basic Exploratory,5,Yes,0.38,Medium,In Renewal Discussion
CUST-SAAS-00141,Polaris Group L,Professional Services & Legal,5000+ Enterprise,Netherlands,Professional,Monthly Flexible,5609.5,67314.0,24,34,8,4.3,161,81.2,1,0,1.6,152.8,Basic Exploratory,4,Yes,0.1,Low,Active - Healthy
CUST-SAAS-00142,Echo Biomedical M,FinTech & Banking,10-50 Employees,Netherlands,Startup Tier,Quarterly Invoiced,1336.16,16033.92,12,40,8,5.0,30,82.9,7,0,9.0,59.4,Full API Mesh & Automation,6,Yes,0.12,Low,Active - Healthy
CUST-SAAS-00143,Synthetix Solutions N,E-Commerce & Retail,5000+ Enterprise,Netherlands,Custom Strategic,Multi-Year 3-Yr Strategic,50145.84,601750.08,48,52,8,4.3,5461,78.2,7,0,8.1,52.5,Core Functional,2,Yes,0.03,Low,Active - Healthy
CUST-SAAS-00144,Vector Robotics O,Manufacturing & Robotics,10-50 Employees,Singapore,Custom Strategic,Monthly Flexible,56612.55,679350.6,24,24,3,2.3,2011,30.5,31,1,63.7,4.4,Deep Advanced,80,No,0.93,Critical,Active - At Risk
CUST-SAAS-00145,Zion Security P,Healthcare & BioTech,1000-5000 Employees,Canada,Custom Strategic,Annual Pre-Paid,74674.65,896095.8,24,14,10,4.5,1972,95.0,4,0,6.6,127.9,Deep Advanced,6,Yes,0.17,Low,Active - Healthy
CUST-SAAS-00146,Aura Dynamics Q,E-Commerce & Retail,1000-5000 Employees,Canada,Enterprise Plus,Quarterly Invoiced,14752.18,177026.16,12,10,3,2.7,180,33.1,12,3,49.8,21.2,Basic Exploratory,38,No,0.79,High,Churned
CUST-SAAS-00147,Boreal Analytics R,Manufacturing & Robotics,201-1000 Employees,United States,Professional,Annual Pre-Paid,8444.39,101332.68,12,45,6,2.0,56,38.5,26,1,68.2,20.1,Deep Advanced,45,No,0.76,High,Active - At Risk
CUST-SAAS-00148,Crest Industries S,Logistics & Supply Chain,10-50 Employees,France,Startup Tier,Annual Pre-Paid,2755.0,33060.0,12,47,10,5.0,26,82.2,2,1,9.1,100.2,Core Functional,3,Yes,0.37,Medium,In Renewal Discussion
CUST-SAAS-00149,Dynasty Systems T,Manufacturing & Robotics,10-50 Employees,Taiwan,Startup Tier,Multi-Year 3-Yr Strategic,2613.48,31361.76,12,7,5,2.6,76,32.6,17,1,69.5,9.9,Full API Mesh & Automation,24,No,0.73,High,Active - At Risk
CUST-SAAS-00150,Apex Ventures U,Government & Public Sector,10-50 Employees,Taiwan,Enterprise Plus,Monthly Flexible,9732.5,116790.0,24,1,9,4.8,998,88.2,6,0,4.6,155.4,Core Functional,7,Yes,0.04,Low,Active - Healthy
CUST-SAAS-00151,Nexus Logistics V,Healthcare & BioTech,201-1000 Employees,Singapore,Custom Strategic,Quarterly Invoiced,47029.17,564350.04,24,30,10,4.6,1749,81.6,0,0,4.3,75.0,Full API Mesh & Automation,7,Yes,0.24,Low,Active - Healthy
CUST-SAAS-00152,Vertex Global W,FinTech & Banking,5000+ Enterprise,Japan,Professional,Annual Pre-Paid,7602.12,91225.44,24,6,6,2.1,187,50.0,17,1,24.2,10.9,Basic Exploratory,42,No,0.78,High,Active - At Risk
CUST-SAAS-00153,Quantum Digital X,Professional Services & Legal,5000+ Enterprise,United States,Enterprise Plus,Monthly Flexible,26583.73,319004.76,24,6,7,4.1,644,79.1,8,0,8.3,84.9,Basic Exploratory,1,Yes,0.1,Low,Active - Healthy
CUST-SAAS-00154,Hyperion Enterprises Y,Media & Entertainment,201-1000 Employees,United States,Startup Tier,Quarterly Invoiced,1857.95,22295.4,12,26,9,4.9,76,87.7,6,0,8.2,155.2,Full API Mesh & Automation,4,Yes,0.21,Low,Active - Healthy
CUST-SAAS-00155,Aegis Networks Z,FinTech & Banking,51-200 Employees,Canada,Startup Tier,Annual Pre-Paid,3171.75,38061.0,12,52,7,4.4,68,95.2,3,0,4.8,167.5,Basic Exploratory,3,Yes,0.31,Medium,Active - Healthy
CUST-SAAS-00156,Cobalt Software A,Logistics & Supply Chain,5000+ Enterprise,United Kingdom,Startup Tier,Annual Pre-Paid,1861.64,22339.68,12,54,1,1.8,64,57.1,8,2,68.3,8.2,Full API Mesh & Automation,51,Yes,0.75,High,Churned
CUST-SAAS-00157,Starlight Capital B,Manufacturing & Robotics,51-200 Employees,Japan,Professional,Quarterly Invoiced,7313.35,87760.2,24,24,8,4.6,215,84.0,1,0,8.6,155.5,Basic Exploratory,3,Yes,0.35,Medium,In Renewal Discussion
CUST-SAAS-00158,Titan Labs C,Manufacturing & Robotics,5000+ Enterprise,Netherlands,Professional,Monthly Flexible,7072.3,84867.6,24,47,7,5.0,149,80.4,7,0,6.3,59.0,Deep Advanced,7,Yes,0.22,Low,Active - Healthy
CUST-SAAS-00159,Lumina Cloud D,Media & Entertainment,51-200 Employees,Taiwan,Custom Strategic,Multi-Year 3-Yr Strategic,90036.61,1080439.32,24,53,10,4.9,5088,88.8,3,0,3.1,109.7,Deep Advanced,6,Yes,0.26,Medium,Active - Healthy
CUST-SAAS-00160,Omni Technologies E,Healthcare & BioTech,51-200 Employees,Taiwan,Professional,Annual Pre-Paid,8814.55,105774.6,24,29,10,4.0,239,86.6,5,0,2.6,162.8,Basic Exploratory,5,Yes,0.07,Low,Active - Healthy
CUST-SAAS-00161,Solaris Group F,Media & Entertainment,51-200 Employees,Singapore,Startup Tier,Monthly Flexible,2473.97,29687.64,12,60,9,4.4,34,75.4,6,0,7.7,138.7,Deep Advanced,7,Yes,0.36,Medium,In Renewal Discussion
CUST-SAAS-00162,Prism Biomedical G,Telecom & 5G,1000-5000 Employees,United States,Professional,Multi-Year 3-Yr Strategic,4628.49,55541.88,12,45,7,4.7,283,83.1,6,0,9.3,175.3,Basic Exploratory,5,Yes,0.24,Low,Active - Healthy
CUST-SAAS-00163,Vanguard Solutions H,Telecom & 5G,10-50 Employees,Netherlands,Professional,Monthly Flexible,9401.93,112823.16,12,43,1,2.7,64,52.9,31,1,28.0,9.5,Deep Advanced,23,No,0.79,High,Under Review
CUST-SAAS-00164,Horizon Robotics I,Government & Public Sector,5000+ Enterprise,United Kingdom,Professional,Annual Pre-Paid,8560.2,102722.4,12,44,8,4.7,64,94.1,3,0,4.7,176.2,Full API Mesh & Automation,0,Yes,0.27,Medium,Active - Healthy
CUST-SAAS-00165,Strata Security J,Logistics & Supply Chain,51-200 Employees,Japan,Professional,Annual Pre-Paid,3398.85,40786.2,24,32,10,4.9,103,99.2,3,0,5.8,166.6,Basic Exploratory,5,Yes,0.28,Medium,Active - Healthy
CUST-SAAS-00166,Aero Dynamics K,Government & Public Sector,51-200 Employees,Germany,Startup Tier,Multi-Year 3-Yr Strategic,2909.09,34909.08,12,27,1,2.4,12,30.1,20,3,29.8,10.8,Full API Mesh & Automation,42,No,0.77,High,Active - At Risk
CUST-SAAS-00167,Pulse Analytics L,Government & Public Sector,51-200 Employees,Canada,Professional,Quarterly Invoiced,8934.9,107218.8,12,55,9,4.0,251,91.5,3,0,9.7,135.0,Core Functional,3,Yes,0.37,Medium,In Renewal Discussion
CUST-SAAS-00168,Terra Industries M,Energy & CleanTech,51-200 Employees,Switzerland,Custom Strategic,Monthly Flexible,88805.65,1065667.8,24,57,10,4.6,3617,97.7,5,0,3.2,70.2,Deep Advanced,2,Yes,0.17,Low,Active - Healthy
CUST-SAAS-00169,Cygnus Systems N,Manufacturing & Robotics,201-1000 Employees,Switzerland,Enterprise Plus,Multi-Year 3-Yr Strategic,24227.26,290727.12,36,50,10,4.5,1029,85.7,1,0,9.7,75.0,Basic Exploratory,0,Yes,0.03,Low,Active - Healthy
CUST-SAAS-00170,Novus Ventures O,Telecom & 5G,5000+ Enterprise,Australia,Custom Strategic,Annual Pre-Paid,83863.78,1006365.36,36,23,7,4.8,6254,98.2,6,0,3.3,110.0,Deep Advanced,7,Yes,0.04,Low,Active - Healthy
CUST-SAAS-00171,Polaris Logistics P,Government & Public Sector,10-50 Employees,Germany,Startup Tier,Quarterly Invoiced,3090.87,37090.44,12,30,4,1.6,40,41.8,31,4,43.0,2.5,Core Functional,32,No,0.65,High,Active - At Risk
CUST-SAAS-00172,Echo Global Q,Government & Public Sector,201-1000 Employees,Singapore,Custom Strategic,Monthly Flexible,78869.33,946431.96,48,59,8,4.6,4230,76.7,5,1,10.5,87.6,Core Functional,5,Yes,0.37,Medium,In Renewal Discussion
CUST-SAAS-00173,Synthetix Digital R,Manufacturing & Robotics,1000-5000 Employees,Taiwan,Startup Tier,Annual Pre-Paid,954.54,11454.48,12,26,10,4.0,37,96.6,8,0,11.6,98.0,Core Functional,7,Yes,0.06,Low,Active - Healthy
CUST-SAAS-00174,Vector Enterprises S,Telecom & 5G,5000+ Enterprise,Taiwan,Professional,Multi-Year 3-Yr Strategic,4351.96,52223.52,12,24,8,4.0,61,99.9,8,0,7.6,67.4,Full API Mesh & Automation,4,Yes,0.22,Low,Active - Healthy
CUST-SAAS-00175,Zion Networks T,SaaS & Enterprise Cloud,51-200 Employees,United Kingdom,Startup Tier,Monthly Flexible,2439.08,29268.96,12,34,2,2.6,76,29.9,15,4,71.1,19.5,Basic Exploratory,51,No,0.62,High,Active - At Risk
CUST-SAAS-00176,Aura Software U,Healthcare & BioTech,5000+ Enterprise,Australia,Startup Tier,Quarterly Invoiced,1130.54,13566.48,12,17,7,4.4,70,90.7,2,0,8.8,147.9,Core Functional,3,Yes,0.14,Low,Active - Healthy
CUST-SAAS-00177,Boreal Capital V,Government & Public Sector,201-1000 Employees,Singapore,Enterprise Plus,Annual Pre-Paid,22004.19,264050.28,12,24,7,4.5,187,85.7,4,0,9.6,140.9,Basic Exploratory,2,Yes,0.08,Low,Active - Healthy
CUST-SAAS-00178,Crest Labs W,FinTech & Banking,51-200 Employees,Canada,Startup Tier,Monthly Flexible,1123.14,13477.68,12,21,6,2.6,40,53.9,15,1,57.9,6.4,Full API Mesh & Automation,48,No,0.85,Critical,Active - At Risk
CUST-SAAS-00179,Dynasty Cloud X,Telecom & 5G,51-200 Employees,Netherlands,Startup Tier,Monthly Flexible,2642.05,31704.6,12,55,7,4.9,28,96.0,1,1,8.9,74.9,Full API Mesh & Automation,6,Yes,0.3,Medium,Active - Healthy
CUST-SAAS-00180,Apex Technologies Y,Energy & CleanTech,1000-5000 Employees,Switzerland,Enterprise Plus,Annual Pre-Paid,13725.86,164710.32,12,24,9,4.1,670,75.1,0,0,6.1,80.6,Deep Advanced,7,Yes,0.27,Medium,Active - Healthy
CUST-SAAS-00181,Nexus Group Z,Manufacturing & Robotics,201-1000 Employees,France,Startup Tier,Annual Pre-Paid,1590.07,19080.84,12,32,8,4.6,22,82.4,6,0,3.3,45.5,Basic Exploratory,2,Yes,0.06,Low,Active - Healthy
CUST-SAAS-00182,Vertex Biomedical A,Telecom & 5G,10-50 Employees,Switzerland,Custom Strategic,Monthly Flexible,31910.08,382920.96,48,8,8,4.7,2098,83.1,5,0,4.1,67.0,Core Functional,0,Yes,0.32,Medium,Active - Healthy
CUST-SAAS-00183,Quantum Solutions B,Logistics & Supply Chain,1000-5000 Employees,Switzerland,Enterprise Plus,Multi-Year 3-Yr Strategic,15646.99,187763.88,24,45,9,4.5,267,89.9,6,0,5.1,162.5,Basic Exploratory,3,Yes,0.04,Low,Active - Healthy
CUST-SAAS-00184,Hyperion Robotics C,Healthcare & BioTech,10-50 Employees,Singapore,Professional,Quarterly Invoiced,5075.72,60908.64,24,30,8,4.4,132,99.2,3,0,6.2,116.8,Deep Advanced,0,Yes,0.03,Low,Active - Healthy
CUST-SAAS-00185,Aegis Security D,Energy & CleanTech,5000+ Enterprise,United States,Custom Strategic,Annual Pre-Paid,83573.9,1002886.8,36,52,9,4.8,1052,99.0,2,0,11.9,74.7,Deep Advanced,5,Yes,0.3,Medium,Active - Healthy
CUST-SAAS-00186,Cobalt Dynamics E,Government & Public Sector,51-200 Employees,United States,Enterprise Plus,Quarterly Invoiced,19707.09,236485.08,24,29,7,4.1,807,75.5,3,0,11.9,152.7,Deep Advanced,3,Yes,0.13,Low,Active - Healthy
CUST-SAAS-00187,Starlight Analytics F,Logistics & Supply Chain,1000-5000 Employees,Germany,Custom Strategic,Quarterly Invoiced,47759.69,573116.28,48,6,7,4.5,1352,94.9,5,1,7.5,168.1,Deep Advanced,0,Yes,0.06,Low,Active - Healthy
CUST-SAAS-00188,Titan Industries G,Professional Services & Legal,51-200 Employees,Germany,Startup Tier,Multi-Year 3-Yr Strategic,1283.4,15400.8,12,39,7,4.0,76,78.2,8,0,6.3,136.9,Core Functional,1,Yes,0.2,Low,Active - Healthy
CUST-SAAS-00189,Lumina Systems H,FinTech & Banking,1000-5000 Employees,Taiwan,Custom Strategic,Annual Pre-Paid,76833.15,921997.8,48,47,10,4.6,2518,98.4,2,0,8.2,170.4,Core Functional,6,Yes,0.35,Medium,In Renewal Discussion
CUST-SAAS-00190,Omni Ventures I,SaaS & Enterprise Cloud,5000+ Enterprise,Switzerland,Custom Strategic,Quarterly Invoiced,86776.04,1041312.48,24,24,10,4.5,4705,84.9,1,0,9.6,149.8,Basic Exploratory,7,Yes,0.11,Low,Active - Healthy
CUST-SAAS-00191,Solaris Logistics J,Professional Services & Legal,10-50 Employees,Australia,Professional,Monthly Flexible,6818.01,81816.12,24,21,9,4.9,181,89.5,4,0,10.4,50.8,Full API Mesh & Automation,6,Yes,0.32,Medium,Active - Healthy
CUST-SAAS-00192,Prism Global K,E-Commerce & Retail,1000-5000 Employees,Switzerland,Enterprise Plus,Quarterly Invoiced,21429.65,257155.8,24,54,7,4.7,1075,98.0,0,1,9.2,78.7,Basic Exploratory,3,Yes,0.21,Low,Active - Healthy
CUST-SAAS-00193,Vanguard Digital L,Logistics & Supply Chain,5000+ Enterprise,Netherlands,Custom Strategic,Quarterly Invoiced,60439.71,725276.52,36,33,10,4.3,4190,99.8,8,0,6.5,86.8,Full API Mesh & Automation,3,Yes,0.26,Medium,Active - Healthy
CUST-SAAS-00194,Horizon Enterprises M,SaaS & Enterprise Cloud,10-50 Employees,Australia,Startup Tier,Monthly Flexible,1917.66,23011.92,12,7,8,4.3,59,84.7,0,0,1.5,113.6,Core Functional,3,Yes,0.08,Low,Active - Healthy
CUST-SAAS-00195,Strata Networks N,SaaS & Enterprise Cloud,5000+ Enterprise,Singapore,Enterprise Plus,Annual Pre-Paid,13489.63,161875.56,12,38,9,4.1,987,77.2,8,0,9.5,143.3,Core Functional,3,Yes,0.38,Medium,In Renewal Discussion
CUST-SAAS-00196,Aero Software O,Professional Services & Legal,1000-5000 Employees,Singapore,Professional,Multi-Year 3-Yr Strategic,5980.9,71770.8,24,52,5,2.2,209,40.9,16,5,57.1,6.3,Deep Advanced,30,No,0.65,High,Churned
CUST-SAAS-00197,Pulse Capital P,FinTech & Banking,5000+ Enterprise,Japan,Enterprise Plus,Quarterly Invoiced,15994.74,191936.88,36,3,8,4.0,1074,81.6,6,0,4.1,71.3,Deep Advanced,4,Yes,0.36,Medium,In Renewal Discussion
CUST-SAAS-00198,Terra Labs Q,Government & Public Sector,201-1000 Employees,Australia,Custom Strategic,Annual Pre-Paid,78617.99,943415.88,24,37,7,5.0,5013,83.1,2,0,9.2,151.1,Full API Mesh & Automation,6,Yes,0.18,Low,Active - Healthy
CUST-SAAS-00199,Cygnus Cloud R,Healthcare & BioTech,51-200 Employees,Germany,Professional,Multi-Year 3-Yr Strategic,7265.4,87184.8,12,25,10,4.6,226,83.1,5,0,1.5,79.7,Deep Advanced,5,Yes,0.36,Medium,In Renewal Discussion
CUST-SAAS-00200,Novus Technologies S,FinTech & Banking,51-200 Employees,Canada,Professional,Quarterly Invoiced,5786.58,69438.96,24,32,9,4.9,295,89.4,3,0,2.9,100.3,Deep Advanced,3,Yes,0.24,Low,Active - Healthy
CUST-SAAS-00201,Polaris Group T,Professional Services & Legal,1000-5000 Employees,United States,Startup Tier,Multi-Year 3-Yr Strategic,2466.27,29595.24,12,26,8,4.9,41,78.7,6,1,7.4,69.8,Deep Advanced,2,Yes,0.22,Low,Active - Healthy
